	=subtotal(109,B3:B3)										Total	Unique	Corrected	
3918.0	1	sp|Q99JT1|GATB_MOUSE	 	8.4	557	62118	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial OS=Mus musculus OX=10090 GN=Gatb PE=1 SV=1	3	3	1.000	3	3	3.000	 
3919.0	1	sp|Q99JT2|STK26_MOUSE	 	32.2	416	46613	Serine/threonine-protein kinase 26 OS=Mus musculus OX=10090 GN=Stk26 PE=1 SV=1	21	12	0.571	21	12	18.000	sp|Q99JT2|STK26_MOUSE, sp|Q99KH8|STK24_MOUSE
3920.0	1	sp|Q99JT9|MTND_MOUSE	 	56.4	179	21523	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase OS=Mus musculus OX=10090 GN=Adi1 PE=1 SV=1	10	10	1.000	10	10	10.000	 
3921.0	1	sp|Q99JW2|ACY1_MOUSE	 	33.1	408	45780	Aminoacylase-1 OS=Mus musculus OX=10090 GN=Acy1 PE=1 SV=1	17	17	1.000	17	17	17.000	 
3922.0	1	sp|Q99JW4|LIMS1_MOUSE	 	45.5	325	37240	LIM and senescent cell antigen-like-containing domain protein 1 OS=Mus musculus OX=10090 GN=Lims1 PE=1 SV=3	14	14	1.000	14	14	14.000	 
3923.0	1	sp|Q99JX3|GORS2_MOUSE	 	20.6	451	47038	Golgi reassembly-stacking protein 2 OS=Mus musculus OX=10090 GN=Gorasp2 PE=1 SV=3	11	11	1.000	11	11	11.000	 
3924.0	1	sp|Q99JX4|EIF3M_MOUSE	 	20.6	374	42516	Eukaryotic translation initiation factor 3 subunit M OS=Mus musculus OX=10090 GN=Eif3m PE=1 SV=1	11	11	1.000	11	11	11.000	 
3925.0	1	sp|Q99JX7|NXF1_MOUSE	 	26.2	618	70299	Nuclear RNA export factor 1 OS=Mus musculus OX=10090 GN=Nxf1 PE=1 SV=3	23	23	1.000	23	23	23.000	 
3926.0	1	sp|Q99JY0|ECHB_MOUSE	 	42.7	475	51386	Trifunctional enzyme subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Hadhb PE=1 SV=1	45	45	1.000	45	45	45.000	 
3927.0	1	sp|Q99JY4|TRABD_MOUSE	 	6.6	376	42189	TraB domain-containing protein OS=Mus musculus OX=10090 GN=Trabd PE=1 SV=1	4	4	1.000	4	4	4.000	 
3928.0	1	sp|Q99JY9|ARP3_MOUSE	 	64.4	418	47357	Actin-related protein 3 OS=Mus musculus OX=10090 GN=Actr3 PE=1 SV=3	99	99	1.000	99	99	99.000	 
3929.0	1	sp|Q99K01|PDXD1_MOUSE	 	25.8	787	87334	Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Pdxdc1 PE=1 SV=2	18	18	1.000	18	18	18.000	 
3930.0	1	sp|Q99K23|UFSP2_MOUSE	 	31.7	461	52515	Ufm1-specific protease 2 OS=Mus musculus OX=10090 GN=Ufsp2 PE=1 SV=1	12	12	1.000	12	12	12.000	 
3931.0	1	sp|Q99K28|ARFG2_MOUSE	 	16.0	520	56598	ADP-ribosylation factor GTPase-activating protein 2 OS=Mus musculus OX=10090 GN=Arfgap2 PE=1 SV=1	6	6	1.000	6	6	6.000	 
3932.0	1	sp|Q99K41|EMIL1_MOUSE	 	11.1	1017	107583	EMILIN-1 OS=Mus musculus OX=10090 GN=Emilin1 PE=1 SV=1	11	11	1.000	11	11	11.000	 
3933.0	1	sp|Q99K43|PRC1_MOUSE	 	11.9	603	70289	Protein regulator of cytokinesis 1 OS=Mus musculus OX=10090 GN=Prc1 PE=1 SV=2	9	7	0.778	9	7	7.875	sp|Q8JZX4|SPF45_MOUSE, sp|Q99K43|PRC1_MOUSE
3934.0	1	sp|Q99K46|UBP11_MOUSE	 	3.8	921	105383	Ubiquitin carboxyl-terminal hydrolase 11 OS=Mus musculus OX=10090 GN=Usp11 PE=1 SV=4	3	1	0.333	3	1	1.054	sp|P35123|UBP4_MOUSE, sp|Q8R5H1|UBP15_MOUSE, sp|Q99K46|UBP11_MOUSE
3935.0	1	sp|Q99K48|NONO_MOUSE	 	35.1	473	54540	Non-POU domain-containing octamer-binding protein OS=Mus musculus OX=10090 GN=Nono PE=1 SV=3	46	42	0.913	46	42	44.460	sp|Q8R326|PSPC1_MOUSE, sp|Q8VIJ6|SFPQ_MOUSE, sp|Q99K48|NONO_MOUSE
3936.0	1	sp|Q99K51|PLST_MOUSE	 	19.8	630	70741	Plastin-3 OS=Mus musculus OX=10090 GN=Pls3 PE=1 SV=3	31	4	0.129	31	4	6.493	sp|Q3V0K9|PLSI_MOUSE, sp|Q61233|PLSL_MOUSE, sp|Q99K51|PLST_MOUSE
3937.0	1	sp|Q99K70|RRAGC_MOUSE	 	14.8	398	44120	Ras-related GTP-binding protein C OS=Mus musculus OX=10090 GN=Rragc PE=1 SV=1	6	6	1.000	6	6	6.000	 
3938.0	1	sp|Q99K74|MED24_MOUSE	 	3.4	987	109984	Mediator of RNA polymerase II transcription subunit 24 OS=Mus musculus OX=10090 GN=Med24 PE=1 SV=1	2	2	1.000	2	2	2.000	 
3939.0	1	sp|Q99K82|SMOX_MOUSE	 	10.1	555	61852	Spermine oxidase OS=Mus musculus OX=10090 GN=Smox PE=1 SV=1	4	4	1.000	4	4	4.000	 
3940.0	1	sp|Q99K85|SERC_MOUSE	 	50.0	370	40472	Phosphoserine aminotransferase OS=Mus musculus OX=10090 GN=Psat1 PE=1 SV=1	31	31	1.000	31	31	31.000	 
3941.0	1	sp|Q99K95|RTF2_MOUSE	 	10.4	307	33934	Protein RTF2 homolog OS=Mus musculus OX=10090 GN=Rtfdc1 PE=1 SV=1	2	2	1.000	2	2	2.000	 
3942.0	1	sp|Q99KB8|GLO2_MOUSE	 	19.1	309	34084	Hydroxyacylglutathione hydrolase, mitochondrial OS=Mus musculus OX=10090 GN=Hagh PE=1 SV=2	7	7	1.000	7	7	7.000	 
3943.0	1	sp|Q99KC8|VMA5A_MOUSE	 	33.5	793	87142	von Willebrand factor A domain-containing protein 5A OS=Mus musculus OX=10090 GN=Vwa5a PE=1 SV=2	48	43	0.896	48	43	47.886	sp|Q99KC8|VMA5A_MOUSE, tr|Q8BGF0|Q8BGF0_MOUSE
3944.0	1	sp|Q99KD5|UN45A_MOUSE	 	13.3	944	103446	Protein unc-45 homolog A OS=Mus musculus OX=10090 GN=Unc45a PE=1 SV=2	11	11	1.000	11	11	11.000	 
3945.0	1	sp|Q99KE1|MAOM_MOUSE	 	38.7	589	65798	NAD-dependent malic enzyme, mitochondrial OS=Mus musculus OX=10090 GN=Me2 PE=1 SV=1	29	29	1.000	29	29	29.000	 
3946.0	1	sp|Q99KF1|TMED9_MOUSE	 	31.1	235	27127	Transmembrane emp24 domain-containing protein 9 OS=Mus musculus OX=10090 GN=Tmed9 PE=1 SV=2	23	12	0.522	23	12	18.947	sp|Q8R1V4|TMED4_MOUSE, sp|Q99KF1|TMED9_MOUSE
3947.0	1	sp|Q99KG3|RBM10_MOUSE	 	13.1	930	103492	RNA-binding protein 10 OS=Mus musculus OX=10090 GN=Rbm10 PE=1 SV=1	10	9	0.900	10	9	9.474	sp|Q99KG3|RBM10_MOUSE, tr|S4R1W5|S4R1W5_MOUSE
3948.0	1	sp|Q99KH8|STK24_MOUSE	 	30.2	431	47953	Serine/threonine-protein kinase 24 OS=Mus musculus OX=10090 GN=Stk24 PE=1 SV=1	15	6	0.400	15	6	9.000	sp|Q99JT2|STK26_MOUSE, sp|Q99KH8|STK24_MOUSE
3949.0	1	sp|Q99KI0|ACON_MOUSE	 	51.5	780	85462	Aconitate hydratase, mitochondrial OS=Mus musculus OX=10090 GN=Aco2 PE=1 SV=1	69	69	1.000	69	69	69.000	 
3950.0	1	sp|Q99KI3|EMC3_MOUSE	 	19.5	261	29980	ER membrane protein complex subunit 3 OS=Mus musculus OX=10090 GN=Emc3 PE=1 SV=3	6	6	1.000	6	6	6.000	 
3951.0	1	sp|Q99KJ8|DCTN2_MOUSE	 	44.0	402	44116	Dynactin subunit 2 OS=Mus musculus OX=10090 GN=Dctn2 PE=1 SV=3	29	29	1.000	29	29	29.000	 
3952.0	1	sp|Q99KK2|NEUA_MOUSE	 	29.4	432	48057	N-acylneuraminate cytidylyltransferase OS=Mus musculus OX=10090 GN=Cmas PE=1 SV=2	9	9	1.000	9	9	9.000	 
3953.0	1	sp|Q99KK7|DPP3_MOUSE	 	31.7	738	82897	Dipeptidyl peptidase 3 OS=Mus musculus OX=10090 GN=Dpp3 PE=1 SV=2	33	33	1.000	33	33	33.000	 
3954.0	1	sp|Q99KK9|SYHM_MOUSE	 	20.0	505	56985	Probable histidine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Hars2 PE=1 SV=1	12	7	0.583	12	7	8.094	sp|Q61035|SYHC_MOUSE, sp|Q99KK9|SYHM_MOUSE
3955.0	1	sp|Q99KN2|CIAO1_MOUSE	 	35.7	339	37632	Probable cytosolic iron-sulfur protein assembly protein CIAO1 OS=Mus musculus OX=10090 GN=Ciao1 PE=1 SV=1	9	9	1.000	9	9	9.000	 
3956.0	1	sp|Q99KN9|EPN4_MOUSE	 	15.7	631	68512	Clathrin interactor 1 OS=Mus musculus OX=10090 GN=Clint1 PE=1 SV=2	14	14	1.000	14	14	14.000	 
3957.0	1	sp|Q99KP3|CRYL1_MOUSE	 	6.3	319	35208	Lambda-crystallin homolog OS=Mus musculus OX=10090 GN=Cryl1 PE=1 SV=3	2	2	1.000	2	2	2.000	 
3958.0	1	sp|Q99KP6|PRP19_MOUSE	 	49.2	504	55238	Pre-mRNA-processing factor 19 OS=Mus musculus OX=10090 GN=Prpf19 PE=1 SV=1	36	36	1.000	36	36	36.000	 
3959.0	1	sp|Q99KQ4|NAMPT_MOUSE	 	50.9	491	55446	Nicotinamide phosphoribosyltransferase OS=Mus musculus OX=10090 GN=Nampt PE=1 SV=1	42	42	1.000	42	42	42.000	 
3960.0	1	sp|Q99KR3|LACB2_MOUSE	 	26.4	288	32754	Endoribonuclease LACTB2 OS=Mus musculus OX=10090 GN=Lactb2 PE=1 SV=1	8	8	1.000	8	8	8.000	 
3961.0	1	sp|Q99KR7|PPIF_MOUSE	 	55.3	206	21737	Peptidyl-prolyl cis-trans isomerase F, mitochondrial OS=Mus musculus OX=10090 GN=Ppif PE=1 SV=1	12	10	0.833	12	10	10.629	sp|Q99KR7|PPIF_MOUSE, sp|Q9CR16|PPID_MOUSE, sp|Q9ERU9|RBP2_MOUSE, sp|Q9QZH3|PPIE_MOUSE
3962.0	1	sp|Q99KV1|DJB11_MOUSE	 	30.2	358	40555	DnaJ homolog subfamily B member 11 OS=Mus musculus OX=10090 GN=Dnajb11 PE=1 SV=1	16	16	1.000	16	16	16.000	 
3963.0	1	sp|Q99KW3|TARA_MOUSE	 	3.6	2014	223365	TRIO and F-actin-binding protein OS=Mus musculus OX=10090 GN=Triobp PE=1 SV=3	11	11	1.000	11	11	11.000	 
3964.0	1	sp|Q99KY4|GAK_MOUSE	 	22.0	1305	143639	Cyclin-G-associated kinase OS=Mus musculus OX=10090 GN=Gak PE=1 SV=2	30	30	1.000	30	30	30.000	 
3965.0	1	sp|Q99L04|DHRS1_MOUSE	 	50.8	313	34005	Dehydrogenase/reductase SDR family member 1 OS=Mus musculus OX=10090 GN=Dhrs1 PE=1 SV=1	22	22	1.000	22	22	22.000	 
3966.0	1	sp|Q99L13|3HIDH_MOUSE	 	30.7	335	35440	3-hydroxyisobutyrate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Hibadh PE=1 SV=1	13	13	1.000	13	13	13.000	 
3967.0	1	sp|Q99L20|GSTT3_MOUSE	 	34.0	241	27403	Glutathione S-transferase theta-3 OS=Mus musculus OX=10090 GN=Gstt3 PE=1 SV=1	8	2	0.250	8	2	3.745	sp|Q61133|GSTT2_MOUSE, sp|Q99L20|GSTT3_MOUSE, tr|G3UYJ7|G3UYJ7_MOUSE
3968.0	1	sp|Q99L27|GMPR2_MOUSE	 	42.8	348	38018	GMP reductase 2 OS=Mus musculus OX=10090 GN=Gmpr2 PE=1 SV=2	17	13	0.765	17	13	16.250	sp|Q99L27|GMPR2_MOUSE, sp|Q9DCZ1|GMPR1_MOUSE
3969.0	1	sp|Q99L28|RLP24_MOUSE	 	27.6	163	19611	Probable ribosome biogenesis protein RLP24 OS=Mus musculus OX=10090 GN=Rsl24d1 PE=2 SV=1	4	4	1.000	4	4	4.000	 
3970.0	1	sp|Q99L43|CDS2_MOUSE	 	12.6	444	51313	Phosphatidate cytidylyltransferase 2 OS=Mus musculus OX=10090 GN=Cds2 PE=1 SV=1	4	4	1.000	4	4	4.000	 
3971.0	1	sp|Q99L45|IF2B_MOUSE	 	52.3	331	38092	Eukaryotic translation initiation factor 2 subunit 2 OS=Mus musculus OX=10090 GN=Eif2s2 PE=1 SV=1	30	30	1.000	30	30	30.000	 
3972.0	1	sp|Q99L47|F10A1_MOUSE	 	27.5	371	41656	Hsc70-interacting protein OS=Mus musculus OX=10090 GN=St13 PE=1 SV=1	30	30	1.000	30	30	30.000	 
3973.0	1	sp|Q99L48|NMD3_MOUSE	 	14.1	503	57611	60S ribosomal export protein NMD3 OS=Mus musculus OX=10090 GN=Nmd3 PE=1 SV=1	7	7	1.000	7	7	7.000	 
3974.0	1	sp|Q99L85|ELP5_MOUSE	 	8.0	300	33497	Elongator complex protein 5 OS=Mus musculus OX=10090 GN=Elp5 PE=2 SV=1	2	2	1.000	2	2	2.000	 
3975.0	1	sp|Q99LB0|TDIF1_MOUSE	 	13.1	328	36852	Deoxynucleotidyltransferase terminal-interacting protein 1 OS=Mus musculus OX=10090 GN=Dnttip1 PE=1 SV=1	3	3	1.000	3	3	3.000	 
3976.0	1	sp|Q99LB2|DHRS4_MOUSE	 	30.5	279	29884	Dehydrogenase/reductase SDR family member 4 OS=Mus musculus OX=10090 GN=Dhrs4 PE=1 SV=3	9	9	1.000	9	9	9.000	 
3977.0	1	sp|Q99LB6|MAT2B_MOUSE	 	30.5	334	37392	Methionine adenosyltransferase 2 subunit beta OS=Mus musculus OX=10090 GN=Mat2b PE=1 SV=1	12	12	1.000	12	12	12.000	 
3978.0	1	sp|Q99LC2|CSTF1_MOUSE	 	33.2	431	48381	Cleavage stimulation factor subunit 1 OS=Mus musculus OX=10090 GN=Cstf1 PE=1 SV=1	10	10	1.000	10	10	10.000	 
3979.0	1	sp|Q99LC3|NDUAA_MOUSE	 	29.6	355	40603	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=Mus musculus OX=10090 GN=Ndufa10 PE=1 SV=1	13	13	1.000	13	13	13.000	 
3980.0	1	sp|Q99LC5|ETFA_MOUSE	 	36.6	333	35009	Electron transfer flavoprotein subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Etfa PE=1 SV=2	22	22	1.000	22	22	22.000	 
3981.0	1	sp|Q99LC8|EI2BA_MOUSE	 	16.7	305	33816	Translation initiation factor eIF-2B subunit alpha OS=Mus musculus OX=10090 GN=Eif2b1 PE=1 SV=1	6	6	1.000	6	6	6.000	 
3982.0	1	sp|Q99LD4|CSN1_MOUSE	 	22.3	471	53442	COP9 signalosome complex subunit 1 OS=Mus musculus OX=10090 GN=Gps1 PE=1 SV=1	12	12	1.000	12	12	12.000	 
3983.0	1	sp|Q99LD9|EI2BB_MOUSE	 	11.4	351	38897	Translation initiation factor eIF-2B subunit beta OS=Mus musculus OX=10090 GN=Eif2b2 PE=1 SV=1	5	5	1.000	5	5	5.000	 
3984.0	1	sp|Q99LE1|RIPL2_MOUSE	 	23.9	197	22393	RILP-like protein 2 OS=Mus musculus OX=10090 GN=Rilpl2 PE=1 SV=1	4	4	1.000	4	4	4.000	 
3985.0	1	sp|Q99LE6|ABCF2_MOUSE	 	32.6	628	71781	ATP-binding cassette sub-family F member 2 OS=Mus musculus OX=10090 GN=Abcf2 PE=1 SV=1	36	36	1.000	36	36	36.000	 
3986.0	1	sp|Q99LF4|RTCB_MOUSE	 	43.8	505	55249	tRNA-splicing ligase RtcB homolog OS=Mus musculus OX=10090 GN=Rtcb PE=1 SV=1	36	36	1.000	36	36	36.000	 
3987.0	1	sp|Q99LG0|UBP16_MOUSE	 	6.7	825	93433	Ubiquitin carboxyl-terminal hydrolase 16 OS=Mus musculus OX=10090 GN=Usp16 PE=1 SV=2	4	4	1.000	4	4	4.000	 
3988.0	1	sp|Q99LG2|TNPO2_MOUSE	 	9.7	887	100455	Transportin-2 OS=Mus musculus OX=10090 GN=Tnpo2 PE=1 SV=1	10	4	0.400	10	4	4.750	sp|Q8BFY9|TNPO1_MOUSE, sp|Q99LG2|TNPO2_MOUSE
3989.0	1	sp|Q99LG4|TTC5_MOUSE	 	7.3	440	48795	Tetratricopeptide repeat protein 5 OS=Mus musculus OX=10090 GN=Ttc5 PE=1 SV=2	2	2	1.000	2	2	2.000	 
3990.0	1	sp|Q99LH1|NOG2_MOUSE	 	12.8	728	83345	Nucleolar GTP-binding protein 2 OS=Mus musculus OX=10090 GN=Gnl2 PE=1 SV=2	11	11	1.000	11	11	11.000	 
3991.0	1	sp|Q99LH2|PTSS1_MOUSE	 	7.2	473	55603	Phosphatidylserine synthase 1 OS=Mus musculus OX=10090 GN=Ptdss1 PE=1 SV=1	3	3	1.000	3	3	3.000	 
3992.0	1	sp|Q99LI2|CLCC1_MOUSE	 	15.6	539	60621	Chloride channel CLIC-like protein 1 OS=Mus musculus OX=10090 GN=Clcc1 PE=1 SV=1	9	9	1.000	9	9	9.000	 
3993.0	1	sp|Q99LI5|ZN281_MOUSE	 	3.2	893	96683	Zinc finger protein 281 OS=Mus musculus OX=10090 GN=Znf281 PE=1 SV=1	2	2	1.000	2	2	2.000	 
3994.0	1	sp|Q99LI7|CSTF3_MOUSE	 	7.7	717	82876	Cleavage stimulation factor subunit 3 OS=Mus musculus OX=10090 GN=Cstf3 PE=1 SV=1	5	5	1.000	5	5	5.000	 
3995.0	1	sp|Q99LI8|HGS_MOUSE	 	13.3	775	86014	Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Mus musculus OX=10090 GN=Hgs PE=1 SV=2	13	13	1.000	13	13	13.000	 
3996.0	1	sp|Q99LI9|CLP1_MOUSE	 	6.1	425	47737	Polyribonucleotide 5'-hydroxyl-kinase Clp1 OS=Mus musculus OX=10090 GN=Clp1 PE=1 SV=1	2	2	1.000	2	2	2.000	 
3997.0	1	sp|Q99LJ1|FUCO_MOUSE	 	6.6	452	52280	Tissue alpha-L-fucosidase OS=Mus musculus OX=10090 GN=Fuca1 PE=1 SV=1	3	3	1.000	3	3	3.000	 
3998.0	1	sp|Q99LJ2|ABTB1_MOUSE	 	5.4	478	54057	Ankyrin repeat and BTB/POZ domain-containing protein 1 OS=Mus musculus OX=10090 GN=Abtb1 PE=2 SV=1	2	2	1.000	2	2	2.000	 
3999.0	1	sp|Q99LL5|PWP1_MOUSE	 	15.6	501	55586	Periodic tryptophan protein 1 homolog OS=Mus musculus OX=10090 GN=Pwp1 PE=1 SV=1	7	7	1.000	7	7	7.000	 
4000.0	1	sp|Q99LM2|CK5P3_MOUSE	 	26.2	503	56990	CDK5 regulatory subunit-associated protein 3 OS=Mus musculus OX=10090 GN=Cdk5rap3 PE=1 SV=1	14	14	1.000	14	14	14.000	 
4001.0	1	sp|Q99LN9|DOHH_MOUSE	 	39.4	302	32905	Deoxyhypusine hydroxylase OS=Mus musculus OX=10090 GN=Dohh PE=1 SV=2	9	9	1.000	9	9	9.000	 
4002.0	1	sp|Q99LP6|GRPE1_MOUSE	 	40.1	217	24307	GrpE protein homolog 1, mitochondrial OS=Mus musculus OX=10090 GN=Grpel1 PE=1 SV=1	14	14	1.000	14	14	14.000	 
4003.0	1	sp|Q99LR1|ABD12_MOUSE	 	29.1	398	45269	Monoacylglycerol lipase ABHD12 OS=Mus musculus OX=10090 GN=Abhd12 PE=1 SV=2	9	9	1.000	9	9	9.000	 
4004.0	1	sp|Q99LS3|SERB_MOUSE	 	24.0	225	25096	Phosphoserine phosphatase OS=Mus musculus OX=10090 GN=Psph PE=1 SV=1	8	8	1.000	8	8	8.000	 
4005.0	1	sp|Q99LV7|PIGX_MOUSE	 	24.0	254	28644	Phosphatidylinositol-glycan biosynthesis class X protein OS=Mus musculus OX=10090 GN=Pigx PE=2 SV=2	5	5	1.000	5	5	5.000	 
4006.0	1	sp|Q99LW0|ANR10_MOUSE	 	14.0	415	43975	Ankyrin repeat domain-containing protein 10 OS=Mus musculus OX=10090 GN=Ankrd10 PE=2 SV=2	4	4	1.000	4	4	4.000	 
4007.0	1	sp|Q99LX0|PARK7_MOUSE	 	73.0	189	20021	Protein/nucleic acid deglycase DJ-1 OS=Mus musculus OX=10090 GN=Park7 PE=1 SV=1	41	41	1.000	41	41	41.000	 
4008.0	1	sp|Q99LY9|NDUS5_MOUSE	 	37.7	106	12648	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 OS=Mus musculus OX=10090 GN=Ndufs5 PE=1 SV=3	4	4	1.000	4	4	4.000	 
4009.0	1	sp|Q99LZ3|SLD5_MOUSE	 	27.4	223	25961	DNA replication complex GINS protein SLD5 OS=Mus musculus OX=10090 GN=Gins4 PE=1 SV=1	6	6	1.000	6	6	6.000	 
4010.0	1	sp|Q99M04|LIAS_MOUSE	 	13.1	373	41879	Lipoyl synthase, mitochondrial OS=Mus musculus OX=10090 GN=Lias PE=1 SV=1	4	4	1.000	4	4	4.000	 
4011.0	1	sp|Q99M07|COA5_MOUSE	 	37.8	74	8359	Cytochrome c oxidase assembly factor 5 OS=Mus musculus OX=10090 GN=Coa5 PE=1 SV=1	2	2	1.000	2	2	2.000	 
4012.0	1	sp|Q99M15|PPIP2_MOUSE	 	39.2	334	38948	Proline-serine-threonine phosphatase-interacting protein 2 OS=Mus musculus OX=10090 GN=Pstpip2 PE=1 SV=4	19	19	1.000	19	19	19.000	 
4013.0	1	sp|Q99M28|RNPS1_MOUSE	 	23.3	305	34208	RNA-binding protein with serine-rich domain 1 OS=Mus musculus OX=10090 GN=Rnps1 PE=1 SV=1	8	8	1.000	8	8	8.000	 
4014.0	1	sp|Q99M31|HSP7E_MOUSE	 	35.0	509	54650	Heat shock 70 kDa protein 14 OS=Mus musculus OX=10090 GN=Hspa14 PE=1 SV=2	22	22	1.000	22	22	22.000	 
4015.0	1	sp|Q99M51|NCK1_MOUSE	 	32.6	377	42890	Cytoplasmic protein NCK1 OS=Mus musculus OX=10090 GN=Nck1 PE=1 SV=1	11	10	0.909	11	10	10.833	sp|O55033|NCK2_MOUSE, sp|Q99M51|NCK1_MOUSE
4016.0	1	sp|Q99M71|EPDR1_MOUSE	 	15.2	224	25485	Mammalian ependymin-related protein 1 OS=Mus musculus OX=10090 GN=Epdr1 PE=1 SV=1	4	4	1.000	4	4	4.000	 
4017.0	1	sp|Q99M87|DNJA3_MOUSE	 	25.4	480	52443	DnaJ homolog subfamily A member 3, mitochondrial OS=Mus musculus OX=10090 GN=Dnaja3 PE=1 SV=1	10	10	1.000	10	10	10.000	 
4018.0	1	sp|Q99MD9|NASP_MOUSE	 	23.9	773	83953	Nuclear autoantigenic sperm protein OS=Mus musculus OX=10090 GN=Nasp PE=1 SV=2	31	31	1.000	31	31	31.000	 
4019.0	1	sp|Q99ME9|NOG1_MOUSE	 	21.1	634	74112	Nucleolar GTP-binding protein 1 OS=Mus musculus OX=10090 GN=Gtpbp4 PE=1 SV=3	15	15	1.000	15	15	15.000	 
4020.0	1	sp|Q99MI1|RB6I2_MOUSE	 	4.8	1120	128329	ELKS/Rab6-interacting/CAST family member 1 OS=Mus musculus OX=10090 GN=Erc1 PE=1 SV=1	4	4	1.000	4	4	4.000	 
4021.0	1	sp|Q99MJ9|DDX50_MOUSE	 	11.2	734	82175	ATP-dependent RNA helicase DDX50 OS=Mus musculus OX=10090 GN=Ddx50 PE=2 SV=1	8	7	0.875	8	7	7.082	sp|Q99MJ9|DDX50_MOUSE, sp|Q9JIK5|DDX21_MOUSE
4022.0	1	sp|Q99MK8|ARBK1_MOUSE	 	22.2	689	79638	Beta-adrenergic receptor kinase 1 OS=Mus musculus OX=10090 GN=Grk2 PE=1 SV=2	20	20	1.000	20	20	20.000	 
4023.0	1	sp|Q99MN1|SYK_MOUSE	 	33.8	595	67839	Lysine--tRNA ligase OS=Mus musculus OX=10090 GN=Kars PE=1 SV=1	39	39	1.000	39	39	39.000	 
4024.0	1	sp|Q99MN9|PCCB_MOUSE	 	38.1	541	58408	Propionyl-CoA carboxylase beta chain, mitochondrial OS=Mus musculus OX=10090 GN=Pccb PE=1 SV=2	25	25	1.000	25	25	25.000	 
4025.0	1	sp|Q99MP8|BRAP_MOUSE	 	6.6	591	66990	BRCA1-associated protein OS=Mus musculus OX=10090 GN=Brap PE=1 SV=1	4	4	1.000	4	4	4.000	 
4026.0	1	sp|Q99MR1|GGYF1_MOUSE	 	8.3	1044	116237	GRB10-interacting GYF protein 1 OS=Mus musculus OX=10090 GN=Gigyf1 PE=1 SV=2	7	7	1.000	7	7	7.000	 
4027.0	1	sp|Q99MR3|S12A9_MOUSE	 	4.2	914	96329	Solute carrier family 12 member 9 OS=Mus musculus OX=10090 GN=Slc12a9 PE=1 SV=2	3	3	1.000	3	3	3.000	 
4028.0	1	sp|Q99MR6|SRRT_MOUSE	 	24.3	875	100451	Serrate RNA effector molecule homolog OS=Mus musculus OX=10090 GN=Srrt PE=1 SV=1	31	31	1.000	31	31	31.000	 
4029.0	1	sp|Q99MR8|MCCA_MOUSE	 	11.3	717	79343	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Mccc1 PE=1 SV=2	6	6	1.000	6	6	6.000	 
4030.0	1	sp|Q99MS7|EH1L1_MOUSE	 	7.8	1716	184832	EH domain-binding protein 1-like protein 1 OS=Mus musculus OX=10090 GN=Ehbp1l1 PE=1 SV=1	13	13	1.000	13	13	13.000	 
4031.0	1	sp|Q99MU3|DSRAD_MOUSE	 	19.2	1178	130446	Double-stranded RNA-specific adenosine deaminase OS=Mus musculus OX=10090 GN=Adar PE=1 SV=2	21	21	1.000	21	21	21.000	 
4032.0	1	sp|Q99MZ7|PECR_MOUSE	 	11.9	303	32410	Peroxisomal trans-2-enoyl-CoA reductase OS=Mus musculus OX=10090 GN=Pecr PE=1 SV=1	3	3	1.000	3	3	3.000	 
4033.0	1	sp|Q99N57|RAF1_MOUSE	 	6.8	648	72917	RAF proto-oncogene serine/threonine-protein kinase OS=Mus musculus OX=10090 GN=Raf1 PE=1 SV=2	4	3	0.750	4	3	3.429	sp|P04627|ARAF_MOUSE, sp|P28028|BRAF_MOUSE, sp|Q99N57|RAF1_MOUSE
4034.0	1	sp|Q99N69|LPXN_MOUSE	 	17.4	386	43478	Leupaxin OS=Mus musculus OX=10090 GN=Lpxn PE=1 SV=2	6	6	1.000	6	6	6.000	 
4035.0	1	sp|Q99N80|SYTL1_MOUSE	 	17.6	567	62361	Synaptotagmin-like protein 1 OS=Mus musculus OX=10090 GN=Sytl1 PE=1 SV=2	5	5	1.000	5	5	5.000	 
4036.0	1	sp|Q99N84|RT18B_MOUSE	 	9.8	254	28702	28S ribosomal protein S18b, mitochondrial OS=Mus musculus OX=10090 GN=Mrps18b PE=1 SV=1	5	5	1.000	5	5	5.000	 
4037.0	1	sp|Q99N87|RT05_MOUSE	 	25.0	432	48206	28S ribosomal protein S5, mitochondrial OS=Mus musculus OX=10090 GN=Mrps5 PE=1 SV=1	9	9	1.000	9	9	9.000	 
4038.0	1	sp|Q99N89|RM43_MOUSE	 	12.6	183	20203	39S ribosomal protein L43, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl43 PE=1 SV=1	2	2	1.000	2	2	2.000	 
